postalcode,lat,lon
521185,16.7194,80.1671
845416,26.9443,81.8416
263658,27.7745,80.282
246431,29.8288,78.6274
383305,23.4238,73.0697
587312,18.348,74.883
227806,25.246,79.2728
713157,24.7114,84.3359
416143,18.3972,76.5678
757091,24.1491,88.4364
788803,23.5337,87.5065
764075,19.3026,82.343
636811,11.9633,77.9378
504208,18.8707,79.4286
632114,13.2389,80.1627
245201,26.9275,76.4113
176403,28.6675,76.278
175051,22.5765,79.6557
637018,11.0959,77.8896
624617,10.516,77.5741
628302,11.3516,77.1667
413580,18.2882,75.3714
572136,15.0995,77.6336
641003,10.9983,77.3207
635702,12.9517,78.2081
533236,16.2146,81.4335
762103,21.1823,85.3357
230304,25.6396,82.1039
141015,20.3101,73.1361
767033,20.6265,83.214
304503,27.4319,75.7857
343027,24.8197,72.3351
813109,25.1619,82.9034
577536,14.1652,76.4316
462043,23.0817,77.5333
713381,20.7261,70.9878
679516,10.918,76.4236
770032,22.3605,85.0553
784513,26.0875,90.0543
326514,24.726,76.8915
222142,24.9508,80.5857
641108,11.3497,77.4727
788111,25.2084,90.2309
332722,21.665,74.6603
721440,22.475,87.8219
172111,31.9148,78.5854
757075,23.6575,82.6768
177212,25.7604,75.3809
614706,11.0752,79.2685
848505,25.7254,78.7622
400024,18.986,72.8259
695583,13.4528,80.3038
228119,27.9523,79.2051
785689,26.0113,92.562
534166,16.4262,81.3009
422610,18.7375,73.9681
416703,16.7993,75.4376
243639,27.6891,79.1663
332707,26.98,75.9585
577243,14.7632,76.3535
607205,13.2921,79.0547
712201,22.7528,88.3422
431722,19.4569,77.2279
533433,17.019,81.7162
516115,17.6183,78.0772
125052,28.8164,76.7487
711306,22.6167,86.7316
689662,9.1968,76.8041
471301,24.7448,79.3665
134202,30.4459,77.0324
177208,29.8253,78.6831
638454,11.3167,79.7333
584126,16.0418,76.9247
678688,11.6432,77.0857
609105,8.6051,77.9375
482002,23.5716,81.0251
580029,15.6496,75.134
523115,14.1113,79.8932
441113,20.6266,78.3937
522005,16.2997,80.4573
721448,24.1116,83.4179
416702,22.7831,76.3262
277207,25.9854,84.1725
741250,22.8525,83.9883
229307,26.0941,79.7638
385520,24.5616,73.4293
175129,29.2769,78.9614
680615,10.6151,76.9931
752114,20.1804,86.0867
803117,25.0832,85.4278
574150,13.2402,76.7478
532005,18.2969,83.8973
695316,8.7,76.7333
523113,15.1726,79.8225
713342,23.1959,86.515
628215,8.4972,78.1191
638052,11.2756,77.5879
484330,23.2089,78.6153
484220,15.9224,74.8618
231215,23.9793,84.0015
686531,13.5432,76.486
491668,21.2074,80.5078
673603,13.055,80.2767
414607,18.805,77.5827
583124,14.9903,76.4522
396001,20.9841,75.5651
212404,25.8448,79.1257
813212,26.4985,80.9615
230204,26.7725,79.7094
571211,14.255,76.741
844113,26.3564,81.1583
400088,19.0333,72.9333
639111,12.7477,78.3424
754104,24.178,83.1419
576124,19.0558,79.493
517591,12.8894,80.1331
151212,30.7122,74.5795
670650,11.7874,75.7795
305403,25.11,76.5177
637202,12.9614,79.0374
424103,21.147,75.9587
401305,19.9922,73.202
126101,28.5849,78.1493
841210,25.5863,81.348
262576,28.2799,78.3113
695033,8.4833,76.9167
841232,26.9529,82.4177
131027,26.1539,83.3351
854117,24.9884,83.6407
495684,22.5219,82.7091
396002,20.8339,74.8905
424318,20.3316,73.8943
151504,30.2539,76.7141
636122,11.2455,78.679
758046,22.7084,84.4219
190007,34.1169,74.72
600129,13.5926,79.7714
391510,24.5409,75.9715
721516,24.4919,80.4463
206121,27.3249,78.5685
686005,11.8333,75.5667
495003,23.1074,79.7805
787032,26.7544,93.5272
680002,13.7974,80.4676
641110,11.3497,77.4727
176203,31.9965,77.244
783332,26.2914,86.5413
403702,15.0279,74.0209
737132,27.1729,88.4948
560056,13.0323,77.5609
614404,10.7907,79.2303
493338,21.6605,82.693
781001,24.9965,90.3336
691307,8.9572,76.9664
629177,11.5941,78.6014
577205,17.371,75.2256
241303,27.0532,82.9196
572140,13.3543,77.2699
121102,27.2351,76.0694
695141,8.7333,76.7167
700071,22.5204,88.2697
403401,15.4035,74.0095
571448,13.3889,75.9563
413701,18.5636,74.7003
421203,19.267,73.0715
181203,32.7468,74.6436
416436,30.2778,77.9901
382250,22.1951,77.9078
691010,11.45,75.6833
756123,21.059,86.614
614401,10.7959,79.3184
791110,27.1047,93.6952
518101,16.0728,78.8692
517423,13.8905,78.7308
756137,22.095,82.9895
533341,16.95,81.9333
364050,21.5864,72.1309
756114,23.1677,82.7793
761207,21.4451,82.8224
623135,9.2023,78.3837
176071,33.0862,74.3249
721146,21.1752,86.9634
606108,11.9668,77.7709
577539,14.1652,76.4316
721644,22.8448,86.9772
574122,12.1685,76.0722
841224,26.318,79.4119
506347,18.4817,80.6245
686002,11.8333,75.5667
574102,11.8155,77.2447
627117,8.3892,77.6053
742121,25.1,86.8333
502267,17.3068,78.1372
695024,8.5029,76.9386
635207,12.4141,78.6236
444503,21.8348,76.4745
276207,23.966,81.5146
581108,15.2539,75.3238
560105,12.7861,77.6385
413716,19.809,75.3822
181143,32.5534,74.8814
764062,21.3224,86.4658
561206,13.6495,77.5701
515134,14.1652,77.8117
756047,26.5498,82.644
524203,17.65,82.9
678553,10.737,76.8344
335523,28.6138,75.2113
573116,13.221,76.9017
131001,28.6668,78.9757
680011,13.7974,80.4676
671552,12.5998,75.0691
301023,26.3576,78.1125
583102,17.5522,79.0091
303002,29.1502,74.5647
462038,25.4744,78.3202
673017,11.1715,75.8061
502246,22.6703,88.2694
786103,27.3804,95.1628
262903,25.7532,78.9821
574145,12.9397,74.9311
781368,25.2769,88.7431
530031,18.2557,83.5587
422212,19.8063,73.5313
635112,12.5611,78.7094
561203,13.2496,77.5164
122108,28.1879,76.7255
400603,19.202,72.9725
422605,21.131,75.3177
828119,23.4017,86.285
421302,17.8618,76.6789
305817,26.0789,76.1779
415521,19.3273,75.9518
533448,17.0833,82.3333
326516,22.98,70.7
444807,24.4654,77.1846
627851,8.9919,77.7338
825321,25.1481,85.2633
582103,15.4298,75.6297
152022,31.1091,74.8937
712102,22.2636,88.0436
841239,26.0402,83.6152
605103,11.2588,78.9085
591344,20.511,78.6126
632518,13.5645,79.7917
271881,26.9191,79.2268
423604,18.9333,74.3167
442701,19.7724,77.6841
629165,8.3418,77.2458
791111,27.0869,93.6099
851213,30.804,76.5814
144524,29.119,76.8612
600075,12.9194,80.1697
394550,21.1011,72.704
695018,8.5029,76.9386
321204,26.0818,77.9513
416517,17.2783,74.3935
683502,10.1296,76.6695
769010,22.304,84.4204
843121,30.1633,76.6718
444501,21.7517,77.5071
249306,25.8553,77.0706
122001,27.9972,79.2305
612903,11.13,79.4206
274408,26.3121,82.3954
631603,13.205,80.0464
793004,24.3113,81.7731
624003,10.3492,77.9252
335041,29.6797,73.7063
502335,17.8891,78.4718
796891,22.5325,92.899
221713,25.6642,83.0126
466111,23.1025,77.1837
835207,23.0416,84.544
560300,13.0967,77.4335
400709,19.2911,74.5735
576214,13.8667,74.6333
631605,12.7941,79.8214
721154,25.1811,80.8714
125053,29.6667,74.6411
363002,22.7271,71.6486
690532,9.3504,77.0332
571111,13.8264,76.9622
686653,11.5103,76.8286
721629,22.3397,85.0377
800002,16.2079,75.891
496225,22.7739,84.7099
636454,11.7611,77.8914
803121,27.3534,79.4263
814152,24.7993,83.8838
829122,26.2858,77.831
742303,23.64,82.9592
335702,28.5081,74.5235
495671,22.1636,80.2329
416303,16.9891,74.4679
391740,22.4229,73.1675
182124,31.3883,75.5904
229010,26.797,77.8403
246734,24.2913,80.3435
321605,26.2571,77.6149
244223,28.8969,78.5383
365480,25.73,78.396
689664,9.1968,76.8041
757086,22.173,86.6457
146021,29.9139,78.517
125055,27.3903,75.2599
768216,23.5658,82.4582
601203,12.3743,79.7276
614626,10.5436,79.2903
626203,9.3559,77.9246
403109,15.4758,73.9338
504106,17.7748,78.5249
621806,13.4261,76.0917
845437,25.0635,81.0983
311806,24.0536,78.5805
845412,27.0539,80.9373
133207,29.3994,77.4893
576111,13.1667,74.8667
413608,17.8667,75.5123
641606,10.8887,77.7153
144034,30.1869,76.2478
713330,29.7535,78.5111
608502,12.1877,79.9578
792120,26.9499,94.5453
222136,26.6525,80.5117
224137,27.4778,79.4746
521263,15.9748,80.5084
171221,27.1475,79.2702
690509,9.1779,76.5251
581301,14.8136,74.1297
473105,25.0066,77.8686
695004,8.5225,76.9606
396510,22.5479,74.4123
788168,25.0658,92.0396
625221,11.5644,79.1281
342606,25.8225,74.1327
229208,24.4292,81.0175
711312,24.0094,85.1075
533262,18.0728,78.6971
632509,12.9821,78.7921
325204,25.3741,77.133
670107,11.7655,75.4634
400092,19.2361,72.8338
416801,20.6616,80.1828
781316,26.5335,89.7429
577139,13.4796,76.2684
766014,20.41,79.3761
736170,22.5667,88.3167
247777,29.5792,77.3817
788931,26.3929,93.8817
752056,21.405,87.5562
622104,10.487,78.6618
686533,13.5432,76.486
262309,29.0693,80.1126
171214,29.2589,76.9887
493229,23.5291,82.3633
521235,17.0723,80.5558
799288,25.5423,86.6678
227408,21.9414,79.9878
689548,9.4,76.6667
841446,19.3355,84.8685
248008,28.1491,78.245
425102,21.1951,75.5495
534210,16.7532,81.6846
364313,22.1572,71.9627
389175,23.9124,74.0297
523187,15.782,80.3066
690503,9.1833,76.55
626112,10.9766,76.535
712203,22.7528,88.3422
413305,20.4067,76.2836
484110,24.3034,80.6205
788030,26.3516,87.0874
758017,23.6504,83.2171
742132,19.5496,85.2542
851114,25.8993,78.8437
804420,17.3841,78.4564
410208,19.3669,73.1758
207402,26.5345,78.5587
391110,22.4298,69.9313
425428,22.2408,74.7466
229122,23.3922,81.691
273005,24.8369,78.4316
847233,29.1599,78.2146
382030,22.7718,72.3479
761143,19.7199,81.8211
224203,24.7436,78.9616
175005,28.315,77.5452
852219,22.6461,85.7741
770041,21.5166,83.7342
142029,29.6448,76.5975
425310,18.7331,75.0167
848204,25.5831,80.0119
632107,12.2359,78.2886
387411,22.7522,72.6853
176097,27.4315,78.1536
488220,23.7847,80.7769
841205,28.1064,80.3686
508202,16.0394,78.3179
678557,10.737,76.8344
209208,34.3462,73.8983
581350,11.8155,77.2447
385510,24.458,73.3522
613103,12.2122,79.5571
847401,25.9751,85.5531
313206,19.7928,77.7038
180016,31.3224,75.7142
762010,20.848,83.367
855106,26.0876,83.6903
396540,22.5479,74.4123
533210,18.3275,82.1868
305925,28.2638,76.3275
722110,24.178,84.814
516151,17.4128,78.1792
500023,17.3995,78.0179
721125,21.9849,87.0282
524303,14.6039,79.6338
332405,26.3818,75.6797
410101,19.1713,74.9798
210501,24.6845,76.9838
625011,11.2175,78.6693
711114,22.6344,88.2719
110001,28.6371,77.2162
175105,32.0266,77.3607
572212,13.2631,76.6567
360430,22.6037,73.7712
576105,12.7598,75.2017
387240,23.3295,72.8412
574279,15.0623,75.9019
683546,10.6153,76.5298
686633,15.1527,76.1365
624304,10.2811,78.071
246723,27.9463,78.7914
250401,25.4315,76.2392
812005,26.613,81.7543
144626,29.7701,76.6648
581197,16.2868,75.9051
573162,13.0029,75.6972
518465,15.5639,77.5927
415612,17.0343,73.2683
486553,25.7307,81.3267
212659,26.5299,80.0788
577216,14.0377,75.6811
686651,11.5103,76.8286
403511,15.5536,73.7904
175136,22.0467,73.1181
824208,25.4219,79.6296
181207,32.6967,74.8084
608401,10.9629,79.3695
560025,12.9634,77.6025
400017,19.05,72.8667
509410,17.0566,78.1161
233227,29.3044,78.3917
148002,29.9856,76.8
577128,15.391,76.2503
835218,23.4686,84.27
804401,25.036,84.4421
342006,26.2743,72.8823
620022,10.2488,78.4464
175006,28.315,77.5452
500074,17.3477,78.5576
160025,31.2453,76.6554
761105,20.3899,85.9886
605108,11.9209,79.5824
431705,19.875,75.8286
505425,18.5513,78.1411
622504,10.6329,78.841
627502,8.5123,77.5535
805107,24.8589,85.7543
203398,26.7836,78.0089
383410,23.9098,74.9923
384160,25.3765,75.5204
583220,15.0208,76.1116
331001,28.0739,74.9407
621313,8.1721,77.5257
262522,29.8049,77.2462
110041,28.153,77.8736
522034,13.9835,77.7729
225119,27.0529,79.8345
683563,10.1296,76.6695
604401,11.9633,77.9378
600073,12.9194,80.1697
628612,8.3677,77.773
231206,24.6393,83.0973
244245,27.7073,79.6541
781369,25.2769,88.7431
246174,29.8283,78.7133
576108,13.3528,74.7083
758021,22.3867,85.0565
686001,11.8333,75.5667
413524,18.5966,75.8797
401203,20.4983,73.4301
580031,15.953,76.4713
782426,26.5501,93.7041
638751,11.1689,77.4543
796310,23.5044,93.1602
679323,13.0216,79.9729
414005,19.5771,75.3272
332030,27.4328,74.8788
835226,22.4506,84.5302
760001,20.2464,83.8504
141421,29.9919,76.0743
799201,24.0796,91.5997
524127,13.4234,79.9914
577435,15.7827,75.4878
535214,18.2778,81.9877
362130,21.9302,70.4775
442306,21.5565,75.4009
575030,32.9778,74.7514
532291,18.8853,84.0309
370605,26.8107,82.136
582111,15.5857,75.7556
364130,24.6265,74.8435
731242,22.2437,83.8287
484774,26.5314,78.6293
506348,17.7494,78.3782
603309,12.5707,79.491
642203,10.6237,77.3788
341306,29.4833,79.8248
274705,27.0059,80.0123
110007,28.6105,77.2329
754200,18.8762,82.5897
274303,18.9492,84.2801
799284,21.1133,83.5933
712105,26.6093,79.7984
246127,29.8265,78.5074
361160,21.8607,72.5342
671313,14.6776,77.2084
591315,16.6913,74.7608
424306,22.0862,76.9346
841416,27.3051,80.0007
845458,25.1221,81.9302
678554,10.737,76.8344
532426,18.3183,83.8124
364710,22.4028,73.5533
638055,11.2674,77.5507
722133,22.7823,87.7366
624101,10.252,77.5181
466221,23.1161,76.5615
591113,15.4795,75.8721
532215,18.7704,84.1853
712502,22.9539,88.401
324009,25.102,75.7841
388001,22.5525,72.9552
799256,22.9721,88.7042
494222,24.1361,77.2103
797109,25.8908,94.2327
822128,22.9448,84.4568
574235,12.7995,75.8994
695029,8.5029,76.9386
800026,24.2388,83.3334
843114,26.9463,79.7803
627412,8.748,77.4712
248143,29.7583,78.2495
625520,12.1277,78.1579
762030,21.4815,83.4564
490036,25.5939,79.9645
756058,19.6346,85.3916
624219,10.7489,78.4662
205263,24.683,76.9432
732147,25.1833,88.2667
583126,14.8104,76.7905
465118,23.2756,76.747
176402,32.1556,76.9726
575025,16.9901,75.7602
415410,17.7632,76.0855
311401,24.0707,77.2848
799277,21.4266,86.3802
464240,23.9995,78.112
500070,16.9396,78.3892
799289,24.288,84.0321
263151,27.0584,78.4228
325202,25.2788,76.1335
413402,19.3665,75.9188
126110,28.2079,76.5739
852139,27.5718,80.3921
522259,15.2766,79.72
614714,11.0622,78.404
204102,29.0382,78.3394
425110,18.2239,72.9469
422302,21.1264,76.4414
131402,22.0192,78.8647
574239,12.5646,75.3909
591129,15.9994,75.0343
761151,22.1013,87.7655
695017,8.5029,76.9386
572102,13.8165,76.9704
757081,23.0127,81.6102
473440,25.4224,78.8471
413107,17.0479,74.2702
144630,31.5198,76.2821
584129,16.1635,76.9551
560032,12.938,77.6153
445216,21.1614,78.1693
393110,24.4743,74.2361
785110,22.8303,88.2569
577005,13.8952,76.4966
313901,23.7414,76.1283
228131,26.7035,80.4367
507208,17.0706,79.9948
574220,13.6243,75.4638
587204,16.2053,75.5003
230134,25.2631,87.026
333042,27.8516,75.2738
691331,8.9452,76.9897
682020,10.0243,76.3053
686603,11.2711,76.6429
445204,23.0138,78.7072
518333,15.8871,77.1204
843130,26.5391,80.7103
110025,28.5796,77.0907
686514,11.6465,75.7722
761212,18.9492,84.2801
251309,27.1353,76.0006
793021,25.2984,89.8528
307512,27.5904,79.7145
462039,25.4744,78.3202
392011,22.6255,73.5857
851111,26.3809,78.1825
781014,26.1495,91.642
387620,25.9678,75.3402
843118,27.5363,78.528
229216,29.8848,77.1515
600050,13.0782,80.0186
686664,9.875,76.4917
700023,22.4949,88.4366
784147,24.6506,87.4321
274001,24.5206,85.8267
